"Year","Quarter","Subarea","Species","CPUE"
1991,3,"36F3","Melanogrammus aeglefinus",0
1991,3,"36F4","Melanogrammus aeglefinus",0
1991,3,"36F6","Melanogrammus aeglefinus",0
1991,3,"37F0","Melanogrammus aeglefinus",50
1991,3,"37F1","Melanogrammus aeglefinus",3.5
1991,3,"37F2","Melanogrammus aeglefinus",0.5
1991,3,"37F3","Melanogrammus aeglefinus",0
1991,3,"37F4","Melanogrammus aeglefinus",0
1991,3,"37F5","Melanogrammus aeglefinus",0
1991,3,"37F6","Melanogrammus aeglefinus",0
1991,3,"37F7","Melanogrammus aeglefinus",0
1991,3,"38E8","Melanogrammus aeglefinus",10
1991,3,"38E9","Melanogrammus aeglefinus",209.5
1991,3,"38F0","Melanogrammus aeglefinus",47.5
1991,3,"38F1","Melanogrammus aeglefinus",1.667
1991,3,"38F2","Melanogrammus aeglefinus",0
1991,3,"38F3","Melanogrammus aeglefinus",0
1991,3,"38F4","Melanogrammus aeglefinus",0
1991,3,"38F5","Melanogrammus aeglefinus",0
1991,3,"38F6","Melanogrammus aeglefinus",0
1991,3,"39E9","Melanogrammus aeglefinus",120
1991,3,"39F0","Melanogrammus aeglefinus",235
1991,3,"39F1","Melanogrammus aeglefinus",26
1991,3,"39F2","Melanogrammus aeglefinus",41
1991,3,"39F3","Melanogrammus aeglefinus",0
1991,3,"39F4","Melanogrammus aeglefinus",2
1991,3,"39F5","Melanogrammus aeglefinus",0
1991,3,"39F6","Melanogrammus aeglefinus",0
1991,3,"39F7","Melanogrammus aeglefinus",0
1991,3,"40E8","Melanogrammus aeglefinus",521
1991,3,"40E9","Melanogrammus aeglefinus",567.5
1991,3,"40F0","Melanogrammus aeglefinus",145
1991,3,"40F1","Melanogrammus aeglefinus",20
1991,3,"40F2","Melanogrammus aeglefinus",4.5
1991,3,"40F3","Melanogrammus aeglefinus",30
1991,3,"40F4","Melanogrammus aeglefinus",1
1991,3,"40F5","Melanogrammus aeglefinus",0
1991,3,"40F6","Melanogrammus aeglefinus",1.334
1991,3,"40F7","Melanogrammus aeglefinus",0
1991,3,"41E7","Melanogrammus aeglefinus",214
1991,3,"41E8","Melanogrammus aeglefinus",772.001
1991,3,"41E9","Melanogrammus aeglefinus",872.5
1991,3,"41F0","Melanogrammus aeglefinus",480
1991,3,"41F1","Melanogrammus aeglefinus",353
1991,3,"41F2","Melanogrammus aeglefinus",58
1991,3,"41F3","Melanogrammus aeglefinus",118
1991,3,"41F4","Melanogrammus aeglefinus",114
1991,3,"41F5","Melanogrammus aeglefinus",24
1991,3,"41F6","Melanogrammus aeglefinus",4
1991,3,"41F7","Melanogrammus aeglefinus",0.5
1991,3,"41G0","Melanogrammus aeglefinus",10
1991,3,"41G1","Melanogrammus aeglefinus",3.5
1991,3,"41G2","Melanogrammus aeglefinus",1.334
1991,3,"42E7","Melanogrammus aeglefinus",470
1991,3,"42E8","Melanogrammus aeglefinus",161
1991,3,"42E9","Melanogrammus aeglefinus",333.5
1991,3,"42F0","Melanogrammus aeglefinus",367.5
1991,3,"42F1","Melanogrammus aeglefinus",223.5
1991,3,"42F2","Melanogrammus aeglefinus",233.5
1991,3,"42F3","Melanogrammus aeglefinus",128
1991,3,"42F4","Melanogrammus aeglefinus",124.332
1991,3,"42F5","Melanogrammus aeglefinus",200.5
1991,3,"42F6","Melanogrammus aeglefinus",78
1991,3,"42F7","Melanogrammus aeglefinus",52
1991,3,"42G1","Melanogrammus aeglefinus",262
1991,3,"42G2","Melanogrammus aeglefinus",71
1991,3,"43E8","Melanogrammus aeglefinus",1720.5
1991,3,"43E9","Melanogrammus aeglefinus",1780.667
1991,3,"43F0","Melanogrammus aeglefinus",3342.5
1991,3,"43F1","Melanogrammus aeglefinus",1189
1991,3,"43F2","Melanogrammus aeglefinus",922.331
1991,3,"43F3","Melanogrammus aeglefinus",61.5
1991,3,"43F4","Melanogrammus aeglefinus",504
1991,3,"43F5","Melanogrammus aeglefinus",4992
1991,3,"43F6","Melanogrammus aeglefinus",2824
1991,3,"43F7","Melanogrammus aeglefinus",7044
1991,3,"43F8","Melanogrammus aeglefinus",6175
1991,3,"43G0","Melanogrammus aeglefinus",2627
1991,3,"43G1","Melanogrammus aeglefinus",829.667
1991,3,"43G2","Melanogrammus aeglefinus",71
1991,3,"44E6","Melanogrammus aeglefinus",607
1991,3,"44E7","Melanogrammus aeglefinus",242.5
1991,3,"44E8","Melanogrammus aeglefinus",1025.336
1991,3,"44E9","Melanogrammus aeglefinus",1002.999
1991,3,"44F0","Melanogrammus aeglefinus",3283.668
1991,3,"44F1","Melanogrammus aeglefinus",2592
1991,3,"44F2","Melanogrammus aeglefinus",3843
1991,3,"44F3","Melanogrammus aeglefinus",1900.667
1991,3,"44F4","Melanogrammus aeglefinus",2123.334
1991,3,"44F8","Melanogrammus aeglefinus",1064.999
1991,3,"44F9","Melanogrammus aeglefinus",8333.335
1991,3,"44G0","Melanogrammus aeglefinus",3985.2
1991,3,"44G1","Melanogrammus aeglefinus",4624
1991,3,"45E6","Melanogrammus aeglefinus",239
1991,3,"45E7","Melanogrammus aeglefinus",390
1991,3,"45E8","Melanogrammus aeglefinus",564.5
1991,3,"45E9","Melanogrammus aeglefinus",337.5
1991,3,"45F0","Melanogrammus aeglefinus",98.5
1991,3,"45F1","Melanogrammus aeglefinus",503
1991,3,"45F2","Melanogrammus aeglefinus",544.5
1991,3,"45F3","Melanogrammus aeglefinus",1515
1991,3,"45F4","Melanogrammus aeglefinus",401
1991,3,"45F9","Melanogrammus aeglefinus",183
1991,3,"45G0","Melanogrammus aeglefinus",1567
1991,3,"45G1","Melanogrammus aeglefinus",1861.5
1991,3,"46E7","Melanogrammus aeglefinus",1281
1991,3,"46E8","Melanogrammus aeglefinus",452
1991,3,"46E9","Melanogrammus aeglefinus",137.5
1991,3,"46F0","Melanogrammus aeglefinus",1543
1991,3,"46F1","Melanogrammus aeglefinus",2417.5
1991,3,"46F2","Melanogrammus aeglefinus",4421
1991,3,"46F3","Melanogrammus aeglefinus",1362
1991,3,"46G0","Melanogrammus aeglefinus",7168.667
1991,3,"46G1","Melanogrammus aeglefinus",2050
1991,3,"47E7","Melanogrammus aeglefinus",153.5
1991,3,"47E8","Melanogrammus aeglefinus",461
1991,3,"47E9","Melanogrammus aeglefinus",48
1991,3,"47F0","Melanogrammus aeglefinus",779.5
1991,3,"47F1","Melanogrammus aeglefinus",2472.5
1991,3,"47F2","Melanogrammus aeglefinus",1804
1991,3,"47F3","Melanogrammus aeglefinus",954.5
1991,3,"48E7","Melanogrammus aeglefinus",830
1991,3,"48E8","Melanogrammus aeglefinus",290.5
1991,3,"48E9","Melanogrammus aeglefinus",461
1991,3,"48F0","Melanogrammus aeglefinus",1115
1991,3,"48F1","Melanogrammus aeglefinus",2879
1991,3,"48F2","Melanogrammus aeglefinus",3239
1991,3,"49E7","Melanogrammus aeglefinus",5
1991,3,"49E8","Melanogrammus aeglefinus",350
1991,3,"49E9","Melanogrammus aeglefinus",585
1991,3,"49F0","Melanogrammus aeglefinus",221.5
1991,3,"49F1","Melanogrammus aeglefinus",403.5
1991,3,"49F2","Melanogrammus aeglefinus",1791.5
1991,3,"49F3","Melanogrammus aeglefinus",801
1991,3,"50E7","Melanogrammus aeglefinus",43
1991,3,"50E8","Melanogrammus aeglefinus",136
1991,3,"50E9","Melanogrammus aeglefinus",404
1991,3,"50F0","Melanogrammus aeglefinus",684
1991,3,"50F1","Melanogrammus aeglefinus",404
1991,3,"50F2","Melanogrammus aeglefinus",488.5
1991,3,"50F3","Melanogrammus aeglefinus",9
1991,3,"51E8","Melanogrammus aeglefinus",140
1991,3,"51E9","Melanogrammus aeglefinus",28
1991,3,"51F0","Melanogrammus aeglefinus",181
1991,3,"51F1","Melanogrammus aeglefinus",537
1992,1,"31F2","Melanogrammus aeglefinus",0
1992,1,"32F2","Melanogrammus aeglefinus",0
1992,1,"34F2","Melanogrammus aeglefinus",0
1992,1,"34F4","Melanogrammus aeglefinus",0
1992,1,"35F0","Melanogrammus aeglefinus",0
1992,1,"35F1","Melanogrammus aeglefinus",0
1992,1,"35F4","Melanogrammus aeglefinus",0
1992,1,"36F0","Melanogrammus aeglefinus",0
1992,1,"36F1","Melanogrammus aeglefinus",0
1992,1,"36F2","Melanogrammus aeglefinus",0
1992,1,"36F3","Melanogrammus aeglefinus",0
1992,1,"36F4","Melanogrammus aeglefinus",0
1992,1,"36F6","Melanogrammus aeglefinus",0
1992,1,"37E9","Melanogrammus aeglefinus",86
1992,1,"37F0","Melanogrammus aeglefinus",0
1992,1,"37F1","Melanogrammus aeglefinus",5
1992,1,"37F2","Melanogrammus aeglefinus",0
1992,1,"37F3","Melanogrammus aeglefinus",1
1992,1,"37F4","Melanogrammus aeglefinus",0
1992,1,"37F5","Melanogrammus aeglefinus",0
1992,1,"37F6","Melanogrammus aeglefinus",0
1992,1,"37F7","Melanogrammus aeglefinus",0
1992,1,"38E9","Melanogrammus aeglefinus",115.5
1992,1,"38F0","Melanogrammus aeglefinus",138
1992,1,"38F1","Melanogrammus aeglefinus",2
1992,1,"38F2","Melanogrammus aeglefinus",0
1992,1,"38F3","Melanogrammus aeglefinus",1
1992,1,"38F4","Melanogrammus aeglefinus",0
1992,1,"38F5","Melanogrammus aeglefinus",0
1992,1,"38F6","Melanogrammus aeglefinus",0
1992,1,"39E8","Melanogrammus aeglefinus",25
1992,1,"39E9","Melanogrammus aeglefinus",305
1992,1,"39F0","Melanogrammus aeglefinus",498
1992,1,"39F1","Melanogrammus aeglefinus",8.5
1992,1,"39F2","Melanogrammus aeglefinus",0
1992,1,"39F3","Melanogrammus aeglefinus",2
1992,1,"39F4","Melanogrammus aeglefinus",2.5
1992,1,"39F5","Melanogrammus aeglefinus",0
1992,1,"39F6","Melanogrammus aeglefinus",0
1992,1,"39F7","Melanogrammus aeglefinus",0
1992,1,"40E8","Melanogrammus aeglefinus",0
1992,1,"40E9","Melanogrammus aeglefinus",455.5
1992,1,"40F0","Melanogrammus aeglefinus",582.5
1992,1,"40F1","Melanogrammus aeglefinus",827
1992,1,"40F2","Melanogrammus aeglefinus",105
1992,1,"40F3","Melanogrammus aeglefinus",51.75
1992,1,"40F4","Melanogrammus aeglefinus",19
1992,1,"40F5","Melanogrammus aeglefinus",3
1992,1,"40F6","Melanogrammus aeglefinus",3
1992,1,"40F7","Melanogrammus aeglefinus",0
1992,1,"41E7","Melanogrammus aeglefinus",523
1992,1,"41E8","Melanogrammus aeglefinus",22
1992,1,"41E9","Melanogrammus aeglefinus",326
1992,1,"41F0","Melanogrammus aeglefinus",1539
1992,1,"41F1","Melanogrammus aeglefinus",1836
1992,1,"41F2","Melanogrammus aeglefinus",1332
1992,1,"41F3","Melanogrammus aeglefinus",6
1992,1,"41F4","Melanogrammus aeglefinus",4
1992,1,"41F5","Melanogrammus aeglefinus",13
1992,1,"41F6","Melanogrammus aeglefinus",2
1992,1,"41F7","Melanogrammus aeglefinus",0
1992,1,"41G0","Melanogrammus aeglefinus",0
1992,1,"41G1","Melanogrammus aeglefinus",1
1992,1,"41G2","Melanogrammus aeglefinus",0
1992,1,"42E8","Melanogrammus aeglefinus",353.5
1992,1,"42E9","Melanogrammus aeglefinus",889
1992,1,"42F0","Melanogrammus aeglefinus",1393
1992,1,"42F1","Melanogrammus aeglefinus",1847
1992,1,"42F2","Melanogrammus aeglefinus",554
1992,1,"42F3","Melanogrammus aeglefinus",365
1992,1,"42F4","Melanogrammus aeglefinus",17.5
1992,1,"42F5","Melanogrammus aeglefinus",4.001
1992,1,"42F6","Melanogrammus aeglefinus",2.668
1992,1,"42F7","Melanogrammus aeglefinus",0
1992,1,"42G1","Melanogrammus aeglefinus",376
1992,1,"42G2","Melanogrammus aeglefinus",30
1992,1,"43E8","Melanogrammus aeglefinus",334
1992,1,"43E9","Melanogrammus aeglefinus",1875.5
1992,1,"43F0","Melanogrammus aeglefinus",2709.5
1992,1,"43F1","Melanogrammus aeglefinus",1967
1992,1,"43F2","Melanogrammus aeglefinus",1027.5
1992,1,"43F3","Melanogrammus aeglefinus",440
1992,1,"43F4","Melanogrammus aeglefinus",1514
1992,1,"43F5","Melanogrammus aeglefinus",364
1992,1,"43F6","Melanogrammus aeglefinus",971
1992,1,"43F7","Melanogrammus aeglefinus",486
1992,1,"43F8","Melanogrammus aeglefinus",22
1992,1,"43G0","Melanogrammus aeglefinus",2
1992,1,"43G1","Melanogrammus aeglefinus",207.833
1992,1,"43G2","Melanogrammus aeglefinus",0
1992,1,"44E6","Melanogrammus aeglefinus",444.5
1992,1,"44E7","Melanogrammus aeglefinus",316
1992,1,"44E8","Melanogrammus aeglefinus",810
1992,1,"44E9","Melanogrammus aeglefinus",802.5
1992,1,"44F0","Melanogrammus aeglefinus",1437.5
1992,1,"44F1","Melanogrammus aeglefinus",1344.335
1992,1,"44F2","Melanogrammus aeglefinus",1623.5
1992,1,"44F3","Melanogrammus aeglefinus",1909.5
1992,1,"44F4","Melanogrammus aeglefinus",7263.002
1992,1,"44F5","Melanogrammus aeglefinus",6974
1992,1,"44F8","Melanogrammus aeglefinus",1578.668
1992,1,"44F9","Melanogrammus aeglefinus",957.67
1992,1,"44G0","Melanogrammus aeglefinus",156
1992,1,"44G1","Melanogrammus aeglefinus",171
1992,1,"45E6","Melanogrammus aeglefinus",117
1992,1,"45E7","Melanogrammus aeglefinus",402
1992,1,"45E8","Melanogrammus aeglefinus",3873
1992,1,"45E9","Melanogrammus aeglefinus",616.5
1992,1,"45F0","Melanogrammus aeglefinus",101.5
1992,1,"45F1","Melanogrammus aeglefinus",1185.5
1992,1,"45F2","Melanogrammus aeglefinus",5392.334
1992,1,"45F3","Melanogrammus aeglefinus",3438.669
1992,1,"45F4","Melanogrammus aeglefinus",1475.5
1992,1,"45F9","Melanogrammus aeglefinus",98
1992,1,"45G0","Melanogrammus aeglefinus",355
1992,1,"45G1","Melanogrammus aeglefinus",27
1992,1,"46E7","Melanogrammus aeglefinus",895
1992,1,"46E8","Melanogrammus aeglefinus",392.332
1992,1,"46E9","Melanogrammus aeglefinus",417.5
1992,1,"46F0","Melanogrammus aeglefinus",94
1992,1,"46F1","Melanogrammus aeglefinus",738
1992,1,"46F2","Melanogrammus aeglefinus",10479.5
1992,1,"46F3","Melanogrammus aeglefinus",1948.5
1992,1,"46G0","Melanogrammus aeglefinus",1872
1992,1,"46G1","Melanogrammus aeglefinus",1309
1992,1,"47E7","Melanogrammus aeglefinus",1028.5
1992,1,"47E8","Melanogrammus aeglefinus",2035.002
1992,1,"47E9","Melanogrammus aeglefinus",581.001
1992,1,"47F0","Melanogrammus aeglefinus",1973
1992,1,"47F1","Melanogrammus aeglefinus",3913
1992,1,"47F2","Melanogrammus aeglefinus",5720.5
1992,1,"47F3","Melanogrammus aeglefinus",4049
1992,1,"48E8","Melanogrammus aeglefinus",5695
1992,1,"48E9","Melanogrammus aeglefinus",3190.5
1992,1,"48F0","Melanogrammus aeglefinus",3165
1992,1,"48F1","Melanogrammus aeglefinus",10183.5
1992,1,"48F2","Melanogrammus aeglefinus",2743.5
1992,1,"48F3","Melanogrammus aeglefinus",2495.5
1992,1,"49F0","Melanogrammus aeglefinus",1564
1992,1,"49F1","Melanogrammus aeglefinus",6842
1992,1,"49F2","Melanogrammus aeglefinus",6419
1992,1,"49F3","Melanogrammus aeglefinus",2476
1992,1,"50E9","Melanogrammus aeglefinus",220
1992,1,"50F0","Melanogrammus aeglefinus",2090
1992,1,"50F1","Melanogrammus aeglefinus",2051
1992,1,"50F2","Melanogrammus aeglefinus",2489
1992,1,"50F3","Melanogrammus aeglefinus",4818.5
1992,1,"51E9","Melanogrammus aeglefinus",278
1992,1,"51F0","Melanogrammus aeglefinus",1143
1992,1,"51F1","Melanogrammus aeglefinus",3121.5
1992,1,"51F2","Melanogrammus aeglefinus",1050
1992,3,"31F2","Melanogrammus aeglefinus",0
1992,3,"32F2","Melanogrammus aeglefinus",0
1992,3,"34F2","Melanogrammus aeglefinus",0
1992,3,"34F4","Melanogrammus aeglefinus",0
1992,3,"35F0","Melanogrammus aeglefinus",0
1992,3,"35F1","Melanogrammus aeglefinus",0
1992,3,"35F4","Melanogrammus aeglefinus",0
1992,3,"36F0","Melanogrammus aeglefinus",76
1992,3,"36F1","Melanogrammus aeglefinus",0
1992,3,"36F2","Melanogrammus aeglefinus",1
1992,3,"36F3","Melanogrammus aeglefinus",0
1992,3,"36F4","Melanogrammus aeglefinus",0
1992,3,"36F6","Melanogrammus aeglefinus",0
1992,3,"37E9","Melanogrammus aeglefinus",659
1992,3,"37F0","Melanogrammus aeglefinus",14
1992,3,"37F1","Melanogrammus aeglefinus",54
1992,3,"37F2","Melanogrammus aeglefinus",0
1992,3,"37F3","Melanogrammus aeglefinus",0
1992,3,"37F4","Melanogrammus aeglefinus",1
1992,3,"37F5","Melanogrammus aeglefinus",0
1992,3,"37F6","Melanogrammus aeglefinus",0
1992,3,"37F7","Melanogrammus aeglefinus",0
1992,3,"38E9","Melanogrammus aeglefinus",179.333
1992,3,"38F0","Melanogrammus aeglefinus",562.666
1992,3,"38F1","Melanogrammus aeglefinus",0
1992,3,"38F2","Melanogrammus aeglefinus",0
1992,3,"38F3","Melanogrammus aeglefinus",4.667
1992,3,"38F4","Melanogrammus aeglefinus",3.334
1992,3,"38F5","Melanogrammus aeglefinus",0
1992,3,"38F6","Melanogrammus aeglefinus",0
1992,3,"39E8","Melanogrammus aeglefinus",0
1992,3,"39E9","Melanogrammus aeglefinus",822.663
1992,3,"39F0","Melanogrammus aeglefinus",406.336
1992,3,"39F1","Melanogrammus aeglefinus",146.669
1992,3,"39F2","Melanogrammus aeglefinus",13.664
1992,3,"39F3","Melanogrammus aeglefinus",0
1992,3,"39F4","Melanogrammus aeglefinus",1
1992,3,"39F5","Melanogrammus aeglefinus",4
1992,3,"39F6","Melanogrammus aeglefinus",0
1992,3,"39F7","Melanogrammus aeglefinus",0
1992,3,"40E8","Melanogrammus aeglefinus",24
1992,3,"40E9","Melanogrammus aeglefinus",771.999
1992,3,"40F0","Melanogrammus aeglefinus",664.334
1992,3,"40F1","Melanogrammus aeglefinus",1108
1992,3,"40F2","Melanogrammus aeglefinus",628.334
1992,3,"40F3","Melanogrammus aeglefinus",1253.662
1992,3,"40F4","Melanogrammus aeglefinus",1.666
1992,3,"40F5","Melanogrammus aeglefinus",81.333
1992,3,"40F6","Melanogrammus aeglefinus",0
1992,3,"40F7","Melanogrammus aeglefinus",0
1992,3,"41E7","Melanogrammus aeglefinus",120
1992,3,"41E8","Melanogrammus aeglefinus",714.331
1992,3,"41E9","Melanogrammus aeglefinus",1844.665
1992,3,"41F0","Melanogrammus aeglefinus",704.002
1992,3,"41F1","Melanogrammus aeglefinus",871.333
1992,3,"41F2","Melanogrammus aeglefinus",2660
1992,3,"41F3","Melanogrammus aeglefinus",566
1992,3,"41F4","Melanogrammus aeglefinus",58.5
1992,3,"41F5","Melanogrammus aeglefinus",129
1992,3,"41F6","Melanogrammus aeglefinus",2
1992,3,"41F7","Melanogrammus aeglefinus",148
1992,3,"41G0","Melanogrammus aeglefinus",0
1992,3,"41G1","Melanogrammus aeglefinus",37
1992,3,"41G2","Melanogrammus aeglefinus",0
1992,3,"42E7","Melanogrammus aeglefinus",482.5
1992,3,"42E8","Melanogrammus aeglefinus",3186.669
1992,3,"42E9","Melanogrammus aeglefinus",3912.667
1992,3,"42F0","Melanogrammus aeglefinus",1064.998
1992,3,"42F1","Melanogrammus aeglefinus",1612
1992,3,"42F2","Melanogrammus aeglefinus",3264.333
1992,3,"42F3","Melanogrammus aeglefinus",1427.666
1992,3,"42F4","Melanogrammus aeglefinus",448.998
1992,3,"42F5","Melanogrammus aeglefinus",4783
1992,3,"42F6","Melanogrammus aeglefinus",502
1992,3,"42F7","Melanogrammus aeglefinus",1258
1992,3,"42G1","Melanogrammus aeglefinus",438
1992,3,"42G2","Melanogrammus aeglefinus",21.2
1992,3,"43E8","Melanogrammus aeglefinus",3132.25
1992,3,"43E9","Melanogrammus aeglefinus",3781.998
1992,3,"43F0","Melanogrammus aeglefinus",3374.5
1992,3,"43F1","Melanogrammus aeglefinus",1570.666
1992,3,"43F2","Melanogrammus aeglefinus",1656.998
1992,3,"43F3","Melanogrammus aeglefinus",1448.003
1992,3,"43F4","Melanogrammus aeglefinus",2688.333
1992,3,"43F5","Melanogrammus aeglefinus",17600
1992,3,"43F6","Melanogrammus aeglefinus",6016
1992,3,"43F7","Melanogrammus aeglefinus",29519
1992,3,"43F8","Melanogrammus aeglefinus",13677
1992,3,"43G0","Melanogrammus aeglefinus",623
1992,3,"43G1","Melanogrammus aeglefinus",522.571
1992,3,"43G2","Melanogrammus aeglefinus",660.5
1992,3,"44E6","Melanogrammus aeglefinus",9172
1992,3,"44E7","Melanogrammus aeglefinus",13257
1992,3,"44E8","Melanogrammus aeglefinus",8472.666
1992,3,"44E9","Melanogrammus aeglefinus",11735
1992,3,"44F0","Melanogrammus aeglefinus",3230
1992,3,"44F1","Melanogrammus aeglefinus",4230.5
1992,3,"44F2","Melanogrammus aeglefinus",603
1992,3,"44F3","Melanogrammus aeglefinus",1839
1992,3,"44F4","Melanogrammus aeglefinus",2815.5
1992,3,"44F5","Melanogrammus aeglefinus",11087
1992,3,"44F8","Melanogrammus aeglefinus",8382.5
1992,3,"44F9","Melanogrammus aeglefinus",6123.998
1992,3,"44G0","Melanogrammus aeglefinus",9644.5
1992,3,"44G1","Melanogrammus aeglefinus",3057.5
1992,3,"45E6","Melanogrammus aeglefinus",4484
1992,3,"45E7","Melanogrammus aeglefinus",4872.67
1992,3,"45E8","Melanogrammus aeglefinus",4897.999
1992,3,"45E9","Melanogrammus aeglefinus",19510.666
1992,3,"45F0","Melanogrammus aeglefinus",1607.5
1992,3,"45F1","Melanogrammus aeglefinus",5630
1992,3,"45F2","Melanogrammus aeglefinus",704.5
1992,3,"45F3","Melanogrammus aeglefinus",4920
1992,3,"45F4","Melanogrammus aeglefinus",2308
1992,3,"45F9","Melanogrammus aeglefinus",1876
1992,3,"45G0","Melanogrammus aeglefinus",68
1992,3,"45G1","Melanogrammus aeglefinus",3585.5
1992,3,"46E7","Melanogrammus aeglefinus",1400
1992,3,"46E8","Melanogrammus aeglefinus",10051
1992,3,"46E9","Melanogrammus aeglefinus",12338.667
1992,3,"46F0","Melanogrammus aeglefinus",6631
1992,3,"46F1","Melanogrammus aeglefinus",15595.5
1992,3,"46F2","Melanogrammus aeglefinus",8328.5
1992,3,"46F3","Melanogrammus aeglefinus",3506
1992,3,"46G0","Melanogrammus aeglefinus",16889.668
1992,3,"46G1","Melanogrammus aeglefinus",6242
1992,3,"47E7","Melanogrammus aeglefinus",2072
1992,3,"47E8","Melanogrammus aeglefinus",2337.5
1992,3,"47E9","Melanogrammus aeglefinus",1333.5
1992,3,"47F0","Melanogrammus aeglefinus",1855.5
1992,3,"47F1","Melanogrammus aeglefinus",7671
1992,3,"47F2","Melanogrammus aeglefinus",7674.5
1992,3,"47F3","Melanogrammus aeglefinus",2836
1992,3,"48E7","Melanogrammus aeglefinus",815
1992,3,"48E8","Melanogrammus aeglefinus",739
1992,3,"48E9","Melanogrammus aeglefinus",1910
1992,3,"48F0","Melanogrammus aeglefinus",1703
1992,3,"48F1","Melanogrammus aeglefinus",3282
1992,3,"48F2","Melanogrammus aeglefinus",1466
1992,3,"49E7","Melanogrammus aeglefinus",100
1992,3,"49E8","Melanogrammus aeglefinus",1259
1992,3,"49E9","Melanogrammus aeglefinus",1625
1992,3,"49F0","Melanogrammus aeglefinus",811.5
1992,3,"49F1","Melanogrammus aeglefinus",3488.5
1992,3,"49F2","Melanogrammus aeglefinus",8160.5
1992,3,"49F3","Melanogrammus aeglefinus",3713
1992,3,"50E8","Melanogrammus aeglefinus",522
1992,3,"50E9","Melanogrammus aeglefinus",8745
1992,3,"50F0","Melanogrammus aeglefinus",7202
1992,3,"50F1","Melanogrammus aeglefinus",983
1992,3,"50F2","Melanogrammus aeglefinus",964
1992,3,"51E8","Melanogrammus aeglefinus",614
1992,3,"51E9","Melanogrammus aeglefinus",410
1992,3,"51F0","Melanogrammus aeglefinus",682
1992,3,"51F1","Melanogrammus aeglefinus",970
1992,3,"51F2","Melanogrammus aeglefinus",499
1993,1,"31F2","Melanogrammus aeglefinus",0
1993,1,"32F2","Melanogrammus aeglefinus",0
1993,1,"34F2","Melanogrammus aeglefinus",0
1993,1,"34F4","Melanogrammus aeglefinus",0
1993,1,"35F0","Melanogrammus aeglefinus",0
1993,1,"35F1","Melanogrammus aeglefinus",0
1993,1,"35F4","Melanogrammus aeglefinus",0
1993,1,"36F0","Melanogrammus aeglefinus",0
1993,1,"36F1","Melanogrammus aeglefinus",0
1993,1,"36F2","Melanogrammus aeglefinus",1
1993,1,"36F3","Melanogrammus aeglefinus",0
1993,1,"36F4","Melanogrammus aeglefinus",0
1993,1,"36F6","Melanogrammus aeglefinus",0
1993,1,"37E9","Melanogrammus aeglefinus",38
1993,1,"37F0","Melanogrammus aeglefinus",26
1993,1,"37F1","Melanogrammus aeglefinus",2
1993,1,"37F2","Melanogrammus aeglefinus",0.667
1993,1,"37F3","Melanogrammus aeglefinus",6.832
1993,1,"37F4","Melanogrammus aeglefinus",0.286
1993,1,"37F5","Melanogrammus aeglefinus",0
1993,1,"37F6","Melanogrammus aeglefinus",0
1993,1,"37F7","Melanogrammus aeglefinus",0
1993,1,"38E9","Melanogrammus aeglefinus",111
1993,1,"38F0","Melanogrammus aeglefinus",71.5
1993,1,"38F1","Melanogrammus aeglefinus",0
1993,1,"38F2","Melanogrammus aeglefinus",0
1993,1,"38F3","Melanogrammus aeglefinus",0
1993,1,"38F4","Melanogrammus aeglefinus",0
1993,1,"38F5","Melanogrammus aeglefinus",0
1993,1,"38F6","Melanogrammus aeglefinus",0
1993,1,"39E8","Melanogrammus aeglefinus",18
1993,1,"39E9","Melanogrammus aeglefinus",223
1993,1,"39F0","Melanogrammus aeglefinus",486
1993,1,"39F1","Melanogrammus aeglefinus",0
1993,1,"39F2","Melanogrammus aeglefinus",2
1993,1,"39F3","Melanogrammus aeglefinus",2
1993,1,"39F4","Melanogrammus aeglefinus",0
1993,1,"39F5","Melanogrammus aeglefinus",0
1993,1,"39F6","Melanogrammus aeglefinus",0
1993,1,"39F7","Melanogrammus aeglefinus",0
1993,1,"40E8","Melanogrammus aeglefinus",67
1993,1,"40E9","Melanogrammus aeglefinus",1022.5
1993,1,"40F0","Melanogrammus aeglefinus",2119
1993,1,"40F1","Melanogrammus aeglefinus",206
1993,1,"40F2","Melanogrammus aeglefinus",107
1993,1,"40F3","Melanogrammus aeglefinus",71
1993,1,"40F4","Melanogrammus aeglefinus",15.5
1993,1,"40F5","Melanogrammus aeglefinus",0
1993,1,"40F6","Melanogrammus aeglefinus",0
1993,1,"40F7","Melanogrammus aeglefinus",0
1993,1,"41E7","Melanogrammus aeglefinus",38.5
1993,1,"41E8","Melanogrammus aeglefinus",1235.5
1993,1,"41E9","Melanogrammus aeglefinus",1429
1993,1,"41F0","Melanogrammus aeglefinus",1737
1993,1,"41F1","Melanogrammus aeglefinus",1420
1993,1,"41F2","Melanogrammus aeglefinus",2620
1993,1,"41F3","Melanogrammus aeglefinus",134.5
1993,1,"41F4","Melanogrammus aeglefinus",42.5
1993,1,"41F5","Melanogrammus aeglefinus",1
1993,1,"41F6","Melanogrammus aeglefinus",0
1993,1,"41F7","Melanogrammus aeglefinus",0
1993,1,"41G0","Melanogrammus aeglefinus",0
1993,1,"41G1","Melanogrammus aeglefinus",0
1993,1,"41G2","Melanogrammus aeglefinus",0
1993,1,"42E7","Melanogrammus aeglefinus",0
1993,1,"42E8","Melanogrammus aeglefinus",2095.5
